company_id,isin,domains,urls,primary_url
"ENDESA, S.A. (SPAIN)",ES0130670112,www.endesa.com;endesa.com,https://www.endesa.com;https://endesa.com,https://www.endesa.com
ACCIONA SA,ES0125220311,www.acciona.com;acciona.com,https://www.acciona.com;https://acciona.com,https://www.acciona.com
HENNES & MAURITZ AB,SE0000106270,www.hm.com;hm.com,https://www.hm.com;https://hm.com,https://www.hm.com
NESTE OYJ,FI0009013296,www.neste.com;www.neste.sg;neste.sg,https://www.neste.com;https://www.neste.sg/neste-in-singapore-and-asia-pacific;https://neste.sg,https://www.neste.com
NOKIA OYJ,FI0009000681,www.nokia.com;nokia.com,https://www.nokia.com;https://nokia.com,https://www.nokia.com
FRESENIUS MEDICAL CARE AG,DE0005785802,www.fmc-ag.com;www.freseniusmedicalcare.com;freseniusmedicalcare.com,https://www.fmc-ag.com;https://www.freseniusmedicalcare.com/en/home;https://freseniusmedicalcare.com,https://www.fmc-ag.com
"NATURGY ENERGY GROUP, S.A.",ES0116870314,www.naturgy.com;www.bolsasymercados.es;bolsamadrid.es,https://www.naturgy.com;https://www.bolsasymercados.es/bme-exchange/es/Bolsa-Madrid;https://bolsamadrid.es,https://www.naturgy.com
REXEL,FR0010451203,www.rexel.com;rexel.com,https://www.rexel.com;https://rexel.com,https://www.rexel.com
ALSTOM S.A,FR0010220475,www.alstom.com;alstom.com,https://www.alstom.com;https://alstom.com,https://www.alstom.com
STANDARD CHARTERED PLC,GB0004082847,www.sc.com;sc.com,https://www.sc.com;https://sc.com,https://www.sc.com
KONINKLIJKE PHILIPS N.V.,NL0000009538,www.philips.com;www.philips.nl;philips.nl,https://www.philips.com;https://www.philips.nl;https://philips.nl,https://www.philips.com
AURUBIS AG,DE0006766504,www.aurubis.com;aurubis.net,https://www.aurubis.com;https://aurubis.net,https://www.aurubis.com
LEONARDO S.P.A.,IT0003856405,www.leonardocompany.com;www.leonardo.com;leonardo.com,https://www.leonardocompany.com;https://www.leonardo.com/en;https://leonardo.com,https://www.leonardocompany.com
VOESTALPINE AG,AT0000937503,www.voestalpine.com;voestalpine.com,https://www.voestalpine.com;https://voestalpine.com,https://www.voestalpine.com
VIVENDI SE,FR0000127771,www.vivendi.com;vivendi.com,https://www.vivendi.com;https://vivendi.com,https://www.vivendi.com
WPP PLC (NEW),JE00B8KF9B49,www.wpp.com,https://www.wpp.com,https://www.wpp.com
NATWEST GROUP PLC,GB00BM8PJY71,www.natwestgroup.com;rbs.com,https://www.natwestgroup.com;https://rbs.com,https://www.natwestgroup.com
NORSK HYDRO ASA,NO0005052605,www.hydro.com;norskhydroasa.com,https://www.hydro.com;https://norskhydroasa.com,https://www.hydro.com
VESTAS WIND SYSTEMS A/S,DK0010268606,www.vestas.dk;www.vestas.com;vestas.dk,https://www.vestas.dk;https://www.vestas.com/en;https://vestas.dk,https://www.vestas.dk
KERING,FR0000121485,www.kering.com;kering.org,https://www.kering.com;https://kering.org,https://www.kering.com
PRYSMIAN S.P.A.,IT0004176001,www.prysmian.com,https://www.prysmian.com,https://www.prysmian.com
RECKITT BENCKISER GROUP PLC,GB00B24CGK77,www.reckittbenckiser.com;reckitt.com,https://www.reckittbenckiser.com;https://reckitt.com,https://www.reckittbenckiser.com
"CAIXABANK, S.A.",ES0140609019,www.caixabank.com;www.caixabank.es;caixabank.es,https://www.caixabank.com;https://www.caixabank.es/particular/home/particulares_es.html;https://caixabank.es,https://www.caixabank.com
BRENNTAG SE,DE000A1DAHH0,www.brenntag.com;brenntag.com,https://www.brenntag.com;https://brenntag.com,https://www.brenntag.com
INFINEON TECHNOLOGIES AG,DE0006231004,www.infineon.com;infineon.com,https://www.infineon.com;https://infineon.com,https://www.infineon.com
PUBLICIS GROUPE S A,FR0000130577,www.publicisgroupe.com;publicisgroupe.com,https://www.publicisgroupe.com;https://publicisgroupe.com,https://www.publicisgroupe.com
MARKS AND SPENCER GROUP PLC,GB0031274896,www.marksandspencer.com;marksandspencer.org,https://www.marksandspencer.com;https://marksandspencer.org,https://www.marksandspencer.com
IVECO GROUP NV,NL0015000LU4,www.ivecogroup.com;www.iveco.com;iveco.com,https://www.ivecogroup.com;https://www.iveco.com/Pages/Iveco-brands.html;https://iveco.com,https://www.ivecogroup.com
TELECOM ITALIA S.P.A,IT0003497168,www.telecomitalia.com;www.tim.it;tim.it,https://www.telecomitalia.com;https://www.tim.it;https://tim.it,https://www.telecomitalia.com
JOHNSON MATTHEY PLC,GB00BZ4BQC70,www.matthey.com;matthey.com;johnsonmatthey.com,https://www.matthey.com;https://matthey.com/en/home;https://johnsonmatthey.com,https://www.matthey.com
ATLAS COPCO AB,SE0017486889,www.atlascopco.com;www.atlascopcogroup.com;atlascopcogroup.com,https://www.atlascopco.com;https://www.atlascopcogroup.com/en;https://atlascopcogroup.com,https://www.atlascopco.com
EVONIK INDUSTRIES AG,DE000EVNK013,www.evonik.de;corporate.evonik.com;evonikindustriesag.com,https://www.evonik.de;https://corporate.evonik.com/en;https://evonikindustriesag.com,https://www.evonik.de
SKANSKA AB,SE0000113250,www.skanska.com;www.skanska.se;skanska.se,https://www.skanska.com;https://www.skanska.se;https://skanska.se,https://www.skanska.com
INTERNATIONAL DISTRIBUTION SERVICES PLC,GB00BDVZYZ77,www.internationaldistributionservices.com;www.internationaldistributionsservices.com;royalmailgroup.com,https://www.internationaldistributionservices.com;https://www.internationaldistributionsservices.com;https://royalmailgroup.com,https://www.internationaldistributionservices.com
KINGFISHER PLC,GB0033195214,www.kingfisher.com;www.kingfisher.co.uk;kingfisher.com,https://www.kingfisher.com;https://www.kingfisher.co.uk;https://kingfisher.com,https://www.kingfisher.com
HERMES INTERNATIONAL,FR0000052292,www.hermes.com;sauthermes.com,https://www.hermes.com;https://sauthermes.com,https://www.hermes.com
UMICORE,BE0974320526,www.umicore.com,https://www.umicore.com,https://www.umicore.com
AVOLTA AG,CH0023405456,www.dufry.com;dufry.ch,https://www.dufry.com;https://dufry.ch,https://www.dufry.com
SAIPEM SPA,IT0005495657,www.saipem.it;www.saipem.com;saipem.com,https://www.saipem.it;https://www.saipem.com/en;https://saipem.com,https://www.saipem.it
COVESTRO AG,DE0006062144,www.covestro.com;covestro.co.th,https://www.covestro.com;https://covestro.co.th,https://www.covestro.com
BUNZL PLC,GB00B0744B38,www.bunzl.com;bunzl.com,https://www.bunzl.com;https://bunzl.com,https://www.bunzl.com
SECURITAS AB,SE0000163594,www.securitas.com;www.securitas.se;securitas.se,https://www.securitas.com;https://www.securitas.se;https://securitas.se,https://www.securitas.com
RYANAIR HOLDINGS PLC,IE00BYTBXV33,www.ryanair.com;ryanair.com,https://www.ryanair.com;https://ryanair.com,https://www.ryanair.com
HALEON PLC,GB00BMX86B70,www.haleon.com;haleon.com,https://www.haleon.com;https://haleon.com,https://www.haleon.com
FLUTTER ENTERTAINMENT PUBLIC LIMITED COMPANY,IE00BWT6H894,www.flutter.com;www.paddypowerplc.com;flutter.com,https://www.flutter.com;https://www.paddypowerplc.com;https://flutter.com,https://www.flutter.com
YARA INTERNATIONAL ASA,NO0010208051,www.yara.com;yarainternational.org,https://www.yara.com;https://yarainternational.org,https://www.yara.com
ASSA ABLOY AB,SE0007100581,www.assaabloy.com;assaabloy.com,https://www.assaabloy.com;https://assaabloy.com,https://www.assaabloy.com
ESSITY AKTIEBOLAG (PUBL),SE0009922156,www.essity.com;essity.com,https://www.essity.com;https://essity.com,https://www.essity.com
HERA SPA,IT0001250932,www.gruppohera.it;gruppohera.it,https://www.gruppohera.it;https://gruppohera.it,https://www.gruppohera.it
STMICROELECTRONICS N.V.,NL0000226223,www.st.com;st.com,https://www.st.com;https://st.com,https://www.st.com
JD SPORTS FASHION PLC,GB00BM8Q5M07,www.jdplc.com;www.jdsports.co.uk;jdsports.co.uk,https://www.jdplc.com;https://www.jdsports.co.uk;https://jdsports.co.uk,https://www.jdplc.com
KESKO OYJ,FI0009000202,www.kesko.fi;kesko.fi,https://www.kesko.fi;https://kesko.fi,https://www.kesko.fi
A2A S.P.A.,IT0001233417,www.a2a.eu;www.gruppoa2a.it;a2a.eu,https://www.a2a.eu;https://www.gruppoa2a.it/it/home;https://a2a.eu,https://www.a2a.eu
SSE PLC,GB0007908733,www.sse.com;sse.co.uk,https://www.sse.com;https://sse.co.uk,https://www.sse.com
LEGAL & GENERAL GROUP PLC,GB0005603997,www.legalandgeneralgroup.com;legalandgeneralgroup.com,https://www.legalandgeneralgroup.com;https://legalandgeneralgroup.com,https://www.legalandgeneralgroup.com
INCHCAPE PLC,GB00B61TVQ02,www.inchcape.com;inchcape.com,https://www.inchcape.com;https://inchcape.com,https://www.inchcape.com
DELIVERY HERO SE,DE000A2E4K43,www.deliveryhero.com;deliveryhero.com,https://www.deliveryhero.com;https://deliveryhero.com,https://www.deliveryhero.com
SIKA AG,CH0418792922,www.sika.com;sika.com,https://www.sika.com;https://sika.com,https://www.sika.com
COMMERZBANK AG,DE000CBK1001,www.commerzbank.de;www.commerzbank.com;commerzbank.com,https://www.commerzbank.de;https://www.commerzbank.com;https://commerzbank.com,https://www.commerzbank.de
TENARIS S.A.,LU0156801721,www.tenaris.com;tenaris.com,https://www.tenaris.com;https://tenaris.com,https://www.tenaris.com
EASYJET PLC,GB00B7KR2P84,www.easyjet.com;easyjet.org,https://www.easyjet.com;https://easyjet.org,https://www.easyjet.com
NORDEA BANK ABP,FI4000297767,nordea.com;www.nordea.com,https://nordea.com;https://www.nordea.com,https://nordea.com
SCHINDLER HOLDING AG,CH0024638196,www.schindler.com;schindler.com,https://www.schindler.com;https://schindler.com,https://www.schindler.com
AB ELECTROLUX,SE0000103814,www.electrolux.com,https://www.electrolux.com,https://www.electrolux.com
PERNOD RICARD,FR0000120693,www.pernod-ricard.fr;www.pernod-ricard.com;pernod-ricard.com,https://www.pernod-ricard.fr;https://www.pernod-ricard.com/en;https://pernod-ricard.com,https://www.pernod-ricard.fr
AKER BP ASA,NO0010345853,www.akerbp.com;akerbp.com,https://www.akerbp.com;https://akerbp.com,https://www.akerbp.com
SWISSCOM AG,CH0008742519,www.swisscom.com;www.swisscom.ch;swisscom.ch,https://www.swisscom.com;https://www.swisscom.ch/de/privatkunden.html;https://swisscom.ch,https://www.swisscom.com
UNIVERSAL MUSIC GROUP N.V.,NL0015000IY2,universalmusic.nl,https://universalmusic.nl,https://universalmusic.nl
DKSH HOLDING AG,CH0126673539,www.dksh.com;dksh.com,https://www.dksh.com;https://dksh.com,https://www.dksh.com
BARRY CALLEBAUT AG,CH0009002962,www.barry-callebaut.com;barry-callebaut.com,https://www.barry-callebaut.com;https://barry-callebaut.com,https://www.barry-callebaut.com
KION GROUP AG,DE000KGX8881,www.kiongroup.com;kiongroup.org,https://www.kiongroup.com;https://kiongroup.org,https://www.kiongroup.com
RELX PLC,GB00B2B0DG97,www.relx.com;relxplc.org,https://www.relx.com;https://relxplc.org,https://www.relx.com
ISS A/S,DK0060542181,www.issworld.com;issworld.com,https://www.issworld.com;https://issworld.com,https://www.issworld.com
KONE OYJ,FI0009013403,www.kone.com;kone.com,https://www.kone.com;https://kone.com,https://www.kone.com
NN GROUP NV,NL0010773842,www.nn-group.com;nn-group.com,https://www.nn-group.com;https://nn-group.com,https://www.nn-group.com
AEGON LTD.,BMG0112X1056,www.aegon.com,https://www.aegon.com,https://www.aegon.com
COCA-COLA HBC AG,CH0198251305,www.coca-colahellenic.com;coca-colahellenic.com,https://www.coca-colahellenic.com;https://coca-colahellenic.com,https://www.coca-colahellenic.com
SANDVIK AB,SE0000667891,www.sandvik.com;www.home.sandvik;sandvik.net,https://www.sandvik.com;https://www.home.sandvik;https://sandvik.net,https://www.sandvik.com
AKZO NOBEL NV,NL0013267909,www.akzonobel.com;akzonobel.com,https://www.akzonobel.com;https://akzonobel.com,https://www.akzonobel.com
LONDON STOCK EXCHANGE GROUP PLC,GB00B0SWJX34,www.londonstockexchange.com;www.lseg.com;lseg.com,https://www.londonstockexchange.com;https://www.lseg.com/en;https://lseg.com,https://www.londonstockexchange.com
ZALANDO SE,DE000ZAL1111,www.corporate.zalando.com;zalando-lounge.de,https://www.corporate.zalando.com;https://zalando-lounge.de,https://www.corporate.zalando.com
UPM-KYMMENE OYJ,FI0009005987,www.upm.com;upm.com,https://www.upm.com;https://upm.com,https://www.upm.com
ASHTEAD GROUP PLC,GB0000536739,www.ashtead-group.com;ashtead-group.com,https://www.ashtead-group.com;https://ashtead-group.com,https://www.ashtead-group.com
TELEPERFORMANCE SE,FR0000051807,www.teleperformance.com;teleperformance.com,https://www.teleperformance.com;https://teleperformance.com,https://www.teleperformance.com
ORSTED A/S,DK0060094928,www.orsted.com;orsted.dk,https://www.orsted.com;https://orsted.dk,https://www.orsted.com
CARLSBERG A/S,DK0010181759,www.carlsberggroup.com;carlsberggroup.com,https://www.carlsberggroup.com;https://carlsberggroup.com,https://www.carlsberggroup.com
BEIERSDORF AG,DE0005200000,www.beiersdorf.com;www.beiersdorf.de;beiersdorf.de,https://www.beiersdorf.com;https://www.beiersdorf.de;https://beiersdorf.de,https://www.beiersdorf.com
SPIE SA,FR0012757854,www.spie.com;www.spiebatignolles.fr;spiebatignolles.fr,https://www.spie.com;https://www.spiebatignolles.fr;https://spiebatignolles.fr,https://www.spie.com
PRUDENTIAL PLC,GB0007099541,www.prudentialplc.com;www.prudential.co.uk;prudential.co.uk,https://www.prudentialplc.com/en;https://www.prudential.co.uk;https://prudential.co.uk,https://www.prudentialplc.com/en
BALFOUR BEATTY PLC,GB0000961622,www.balfourbeatty.com;balfourbeattyplc.com,https://www.balfourbeatty.com;https://balfourbeattyplc.com,https://www.balfourbeatty.com
RHEINMETALL AG,DE0007030009,www.rheinmetall.com;rheinmetall-defence.de,https://www.rheinmetall.com;https://rheinmetall-defence.de,https://www.rheinmetall.com
UNIPOL ASSICURAZIONI S.P.A.,IT0004810054,www.unipol.it;unipol.it,https://www.unipol.it;https://unipol.it,https://www.unipol.it
ALCON AG,CH0432492467,www.alcon.com;www.alcon.ch;alcon.ch,https://www.alcon.com;https://www.alcon.ch/de;https://alcon.ch,https://www.alcon.com
ARKEMA,FR0010313833,www.arkemagroup.com;www.arkema.com;arkema.com,https://www.arkemagroup.com;https://www.arkema.com/global/en;https://arkema.com,https://www.arkemagroup.com
STORA ENSO OYJ,FI0009005961,www.storaenso.com;storaenso.com,https://www.storaenso.com;https://storaenso.com,https://www.storaenso.com
KBC GROEP NV/ KBC GROUPE SA,BE0003565737,www.kbc.com;www.kbcbrussels.be;kbcbrussels.be,https://www.kbc.com/en;https://www.kbcbrussels.be/particuliers/fr.html;https://kbcbrussels.be,https://www.kbc.com/en
FERROVIAL S.E.,NL0015001FS8,www.ferrovial.com;ferrovial.com,https://www.ferrovial.com/en;https://ferrovial.com,https://www.ferrovial.com/en
SSAB AB,SE0000171100,www.ssab.com;ssab.com,https://www.ssab.com;https://ssab.com,https://www.ssab.com
ABN AMRO BANK NV,NL0011540547,www.abnamro.com;abnamro.com,https://www.abnamro.com;https://abnamro.com,https://www.abnamro.com
SAMPO OYJ,FI0009003305,www.sampo.fi;www.sampo.com;sampo.com,https://www.sampo.fi;https://www.sampo.com;https://sampo.com,https://www.sampo.fi
PUMA SE,DE0006969603,www.puma.de;www.pumaknives.de;pumaknives.de,https://www.puma.de;https://www.pumaknives.de;https://pumaknives.de,https://www.puma.de
JDE PEET'S N.V.,NL0014332678,www.jdepeets.com;jdepeets.com,https://www.jdepeets.com;https://jdepeets.com,https://www.jdepeets.com
RAIFFEISEN BANK INTERNATIONAL AG,AT0000606306,www.rbinternational.com;raiffeisenbankinternational.com,https://www.rbinternational.com;https://raiffeisenbankinternational.com,https://www.rbinternational.com
LEGRAND,FR0010307819,www.legrand.com;www.legrand.fr;legrand.fr,https://www.legrand.com;https://www.legrand.fr;https://legrand.fr,https://www.legrand.com
AB SKF,SE0000108227,www.skf.com;www.skfab.se;skfab.se,https://www.skf.com;https://www.skfab.se;https://skfab.se,https://www.skf.com
ASR NEDERLAND NV,NL0011872643,www.asrnl.com;www.asrnederland.nl;asrnederland.nl,https://www.asrnl.com;https://www.asrnederland.nl;https://asrnederland.nl,https://www.asrnl.com
KINGSPAN GROUP PLC,IE0004927939,www.kingspan.com;kingspan.com,https://www.kingspan.com;https://kingspan.com,https://www.kingspan.com
NEXANS,FR0000044448,www.nexans.com;nexans.fr,https://www.nexans.com;https://nexans.fr,https://www.nexans.com
ANDRITZ AG,AT0000730007,www.andritz.com;andritz.net,https://www.andritz.com;https://andritz.net,https://www.andritz.com
COMPUTACENTER PLC,GB00BV9FP302,www.computacenter.com;computacenter.com,https://www.computacenter.com;https://computacenter.com,https://www.computacenter.com
KGHM POLSKA MIEDZ SA,PLKGHM000017,www.kghm.pl;solidarnoscps.pl,https://www.kghm.pl;https://solidarnoscps.pl,https://www.kghm.pl
WENDEL SE,FR0000121204,www.wendelgroup.com;wendelgroup.com,https://www.wendelgroup.com;https://wendelgroup.com,https://www.wendelgroup.com
VERBUND AG,AT0000746409,www.verbund.com;verbund.com,https://www.verbund.com;https://verbund.com,https://www.verbund.com
SEB SA,FR0000121709,www.groupeseb.com;www.seb.fr;seb.fr,https://www.groupeseb.com;https://www.seb.fr;https://seb.fr,https://www.groupeseb.com
DS SMITH LIMITED,GB0008220112,www.dssmith.com;www.dssmith.uk.com;dssmith.com,https://www.dssmith.com;https://www.dssmith.uk.com;https://dssmith.com,https://www.dssmith.com
D'IETEREN GROUP SA/NV,BE0974259880,www.dieteren.com;www.dieteren.be;dieteren.be,https://www.dieteren.com;https://www.dieteren.be/fr;https://dieteren.be,https://www.dieteren.com
BOLIDEN AB,SE0020050417,www.boliden.com;boliden.com,https://www.boliden.com;https://boliden.com,https://www.boliden.com
KERRY GROUP PLC,IE0004906560,www.kerry.com;www.kerrygroup.com,https://www.kerry.com;https://www.kerrygroup.com,https://www.kerry.com
TELIA COMPANY AB,SE0000667925,www.teliacompany.com;teliacompany.com,https://www.teliacompany.com;https://teliacompany.com,https://www.teliacompany.com
KNORR-BREMSE AG,DE000KBX1006,www.knorr-bremse.com;knorr-bremse.org,https://www.knorr-bremse.com;https://knorr-bremse.org,https://www.knorr-bremse.com
GIVAUDAN SA,CH0010645932,www.givaudan.com;givaudan.com,https://www.givaudan.com;https://givaudan.com,https://www.givaudan.com
DANSKE BANK A/S,DK0010274414,www.danskebank.com;danskebank.dk,https://www.danskebank.com;https://danskebank.dk/privat;https://danskebank.dk,https://www.danskebank.com
THE SWATCH GROUP LTD.,CH0012255151,www.swatchgroup.com;swatchgroup.com,https://www.swatchgroup.com;https://swatchgroup.com,https://www.swatchgroup.com
PHOENIX GROUP HOLDINGS PLC,GB00BGXQNP29,www.thephoenixgroup.com;thephoenixgroup.com,https://www.thephoenixgroup.com;https://thephoenixgroup.com,https://www.thephoenixgroup.com
MTU AERO ENGINES AG,DE000A0D9PT0,www.mtu.de;mtu.de,https://www.mtu.de;https://mtu.de,https://www.mtu.de
DRAX GROUP PLC,GB00B1VNSX38,www.drax.com;www.draxgroup.plc.uk;drax.com,https://www.drax.com;https://www.draxgroup.plc.uk;https://drax.com,https://www.drax.com
MONDI PLC,GB00BMWC6P49,www.mondigroup.com;mondigroup.com,https://www.mondigroup.com;https://mondigroup.com,https://www.mondigroup.com
AXFOOD AB,SE0006993770,www.axfood.se;axfood.se,https://www.axfood.se;https://axfood.se,https://www.axfood.se
AGEAS SA-NV,BE0974264930,www.ageas.com;www.bnpparibasfortis.be;bnpparibasfortis.be,https://www.ageas.com;https://www.bnpparibasfortis.be/local/errors/default.html?errorinfo=ID12234913109787486206;https://bnpparibasfortis.be,https://www.ageas.com
NEXT PLC,GB0032089863,www.nextplc.co.uk;www.next.co.uk;nextplc.co.uk,https://www.nextplc.co.uk;https://www.next.co.uk;https://nextplc.co.uk,https://www.nextplc.co.uk
DNB BANK ASA,NO0010161896,www.dnb.no;dnb.no,https://www.dnb.no;https://dnb.no,https://www.dnb.no
VONOVIA SE,DE000A1ML7J1,www.vonovia.com;www.vonovia.de;vonovia.de,https://www.vonovia.com;https://www.vonovia.de;https://vonovia.de,https://www.vonovia.com
UCB S.A,BE0003739530,www.ucb-group.com;www.ucb.com;ucb.com,https://www.ucb-group.com;https://www.ucb.com;https://ucb.com,https://www.ucb-group.com
EXPERIAN PLC,GB00B19NLV48,www.experianplc.com;experianplc.com,https://www.experianplc.com;https://experianplc.com,https://www.experianplc.com
SGS S.A.,CH1256740924,www.sgs.com;sgs.com,https://www.sgs.com;https://sgs.com,https://www.sgs.com
GRIFOLS S.A.,ES0171996087,www.grifols.com;grifols.com,https://www.grifols.com;https://grifols.com,https://www.grifols.com
SKANDINAVISKA ENSKILDA BANKEN AB,SE0000148884,sebgroup.com;www.sebgroup.com;seb.se,https://sebgroup.com;https://www.sebgroup.com;https://seb.se,https://sebgroup.com
VAR ENERGI ASA,NO0011202772,www.varenergi.no;varenergi.no,https://www.varenergi.no;https://varenergi.no,https://www.varenergi.no
LONZA GROUP AG,CH0013841017,www.lonzagroup.com;www.lonza.com;lonza.com,https://www.lonzagroup.com;https://www.lonza.com;https://lonza.com,https://www.lonzagroup.com
EUROFINS SCIENTIFIC SE,FR0014000MR3,www.eurofins.com;eurofins.com,https://www.eurofins.com;https://eurofins.com,https://www.eurofins.com
DEUTSCHE BORSE AKTIENGESELLSCHAFT,DE0005810055,deutsche-boerse.com;www.deutsche-boerse.com,https://deutsche-boerse.com/dbg-de;https://www.deutsche-boerse.com;https://deutsche-boerse.com,https://deutsche-boerse.com/dbg-de
DINO POLSKA SA,PLDINPL00011,www.grupadino.pl;www.marketdino.pl;marketdino.pl,https://www.grupadino.pl;https://www.marketdino.pl;https://marketdino.pl,https://www.grupadino.pl
POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SA - PKO BP SA,PLPKO0000016,www.pkobp.pl;pkobp.pl,https://www.pkobp.pl;https://pkobp.pl,https://www.pkobp.pl
TELENOR ASA,NO0010063308,www.telenor.com;www.telenor.no;telenor.no,https://www.telenor.com;https://www.telenor.no/privat;https://telenor.no,https://www.telenor.com
RUBIS,FR0013269123,www.rubis.fr;rubis.fr,https://www.rubis.fr;https://rubis.fr,https://www.rubis.fr
BANCO DE SABADELL SA,ES0113860A34,www.grupbancsabadell.com;grupbancsabadell.com,https://www.grupbancsabadell.com;https://grupbancsabadell.com,https://www.grupbancsabadell.com
TECHNIP ENERGIES N.V.,NL0014559478,www.technipenergies.com;www.ten.com;technipenergies.com,https://www.technipenergies.com;https://www.ten.com/en;https://technipenergies.com,https://www.technipenergies.com
FERRARI N.V.,NL0011585146,www.ferrari.com;ferrari.com,https://www.ferrari.com;https://ferrari.com,https://www.ferrari.com
SUBSEA 7 SA,LU0075646355,www.subsea7.com;subsea7.com,https://www.subsea7.com;https://subsea7.com,https://www.subsea7.com
RENTOKIL INITIAL PLC,GB00B082RF11,www.rentokil-initial.com;rentokil-initial.com,https://www.rentokil-initial.com;https://rentokil-initial.com,https://www.rentokil-initial.com
WARTSILA OYJ,FI0009003727,www.wartsila.com;wartsila.com,https://www.wartsila.com;https://wartsila.com,https://www.wartsila.com
BUREAU VERITAS,FR0006174348,www.bureauveritas.fr;bureauveritas.fr,https://www.bureauveritas.fr;https://bureauveritas.fr,https://www.bureauveritas.fr
SWEDBANK AB,SE0000242455,www.swedbank.com;swedbankrobur.se,https://www.swedbank.com;https://swedbankrobur.se,https://www.swedbank.com
LANXESS AG,DE0005470405,www.lanxess.de;lanxess.com,https://www.lanxess.de;https://lanxess.com,https://www.lanxess.de
DASSAULT AVIATION,FR0000121725,www.dassault-aviation.com;dassault.fr,https://www.dassault-aviation.com;https://dassault.fr,https://www.dassault-aviation.com
ADMIRAL GROUP PLC,GB00B02J6398,www.admiralgroup.co.uk;admiralgroup.co.uk,https://www.admiralgroup.co.uk;https://admiralgroup.co.uk,https://www.admiralgroup.co.uk
GROUPE BRUXELLES LAMBERT SA,BE0003797140,www.gbl.be;gbl.be,https://www.gbl.be;https://gbl.be,https://www.gbl.be
ANTOFAGASTA PLC,GB0000456144,www.antofagasta.co.uk;antofagasta.co.uk,https://www.antofagasta.co.uk;https://antofagasta.co.uk,https://www.antofagasta.co.uk
BECHTLE AG,DE0005158703,www.bechtle.com;bechtle.com,https://www.bechtle.com;https://bechtle.com,https://www.bechtle.com
AEROPORTS DE PARIS,FR0010340141,www.aeroportsdeparis.fr;www.parisaeroport.fr;adp.fr,https://www.aeroportsdeparis.fr;https://www.parisaeroport.fr;https://adp.fr,https://www.aeroportsdeparis.fr
DASSAULT SYSTEMES,FR0000130650,www.3ds.com;www.dassault.fr;dassault.net,https://www.3ds.com;https://www.dassault.fr;https://dassault.net,https://www.3ds.com
SIGNIFY N.V.,NL0011821392,www.signify.com;signify.com,https://www.signify.com;https://signify.com,https://www.signify.com
POSTE ITALIANE SPA,IT0003796171,www.posteitaliane.it;posteitaliane.it,https://www.posteitaliane.it;https://posteitaliane.it,https://www.posteitaliane.it
SCOR SE,FR0010411983,www.scor.com;scor.com,https://www.scor.com;https://scor.com,https://www.scor.com
ENTAIN PLC,IM00B5VQMV65,www.gvc-plc.com;www.entaingroup.com;entaingroup.com,https://www.gvc-plc.com;https://www.entaingroup.com;https://entaingroup.com,https://www.gvc-plc.com
"AMADEUS IT GROUP, S.A.",ES0109067019,www.investors.amadeus.com;amadeus.com,https://www.investors.amadeus.com;https://amadeus.com/en;https://amadeus.com,https://www.investors.amadeus.com
FORTUM OYJ,FI0009007132,www.fortum.com;www.fortum.fi;fortum.fi,https://www.fortum.com;https://www.fortum.fi;https://fortum.fi,https://www.fortum.com
BPER BANCA S.P.A.,IT0000066123,www.bper.it;bper.it,https://www.bper.it;https://bper.it,https://www.bper.it
SOPRA STERIA GROUP SA,FR0000050809,www.sopragroup.com;www.soprasteria.com;soprasteria.com,https://www.sopragroup.com;https://www.soprasteria.com;https://soprasteria.com,https://www.sopragroup.com
ORKLA ASA,NO0003733800,www.orkla.com;orkla.com,https://www.orkla.com;https://orkla.com,https://www.orkla.com
PROSUS NV,NL0013654783,www.prosus.com;prosus.com,https://www.prosus.com;https://prosus.com,https://www.prosus.com
ALFA LAVAL AB,SE0000695876,www.alfalaval.com;www.alfalaval.se;alfalaval.se,https://www.alfalaval.com;https://www.alfalaval.se;https://alfalaval.se,https://www.alfalaval.com
WOLTERS KLUWER NV,NL0000395903,www.wolterskluwer.com;wolterskluwer.com,https://www.wolterskluwer.com;https://wolterskluwer.com,https://www.wolterskluwer.com
CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG,CH0010570759,www.lindt.com;www.lindt.ch;lindt.ch,https://www.lindt.com;https://www.lindt.ch/de;https://lindt.ch,https://www.lindt.com
BANCO BPM SPA,IT0005218380,www.bancobpm.it;bancobpm.it,https://www.bancobpm.it;https://bancobpm.it,https://www.bancobpm.it
AENA S.M.E. SA.,ES0105046009,www.aena.es;aena.es,https://www.aena.es;https://aena.es,https://www.aena.es
SERCO GROUP PLC,GB0007973794,www.serco.com;serco.com,https://www.serco.com;https://serco.com,https://www.serco.com
ACKERMANS & VAN HAAREN NV,BE0003764785,www.avh.be;avh.be,https://www.avh.be;https://avh.be,https://www.avh.be
ACCOR,FR0000120404,www.accor.com;all.accor.com;accorhotels.com,https://www.accor.com;https://all.accor.com/a/en.html;https://accorhotels.com,https://www.accor.com
KONINKLIJKE KPN NV,NL0000009082,www.kpn.com;www.overons.kpn;overons.kpn,https://www.kpn.com;https://www.overons.kpn/nl;https://overons.kpn,https://www.kpn.com
MOWI ASA,NO0003054108,www.mowi.com,https://www.mowi.com,https://www.mowi.com
MILLICOM INTERNATIONAL CELLULAR SA,SE0001174970,www.millicom.com;millicom.com,https://www.millicom.com;https://millicom.com,https://www.millicom.com
