raw_total_docs,successful_docs,failed_docs,success_share,top_k_requested_mode,n_queries_mode,mean_w_bm25,mean_w_emb,sum_index_elapsed_s,mean_index_elapsed_s,sum_retrieval_elapsed_s,mean_retrieval_elapsed_s,sum_extraction_elapsed_sum_s,mean_extraction_elapsed_sum_s,sum_doc_total_elapsed_s,mean_doc_total_elapsed_s,mean_n_index_chunks,mean_n_retrieved_chunks,share_retrieved_all_chunks,share_topk_capped_docs,mean_coverage_ratio,sum_llm_calls_ok,sum_llm_calls_error
220,220,0,1.0,8,17,0.6500000000000002,0.35,5.467023999999999,0.024850109090909088,125.42586999999999,0.5701175909090909,5273.70017,23.97136440909091,5799.432280999999,26.36105582272727,30.836363636363636,7.704545454545454,0.16818181818181818,0.8318181818181818,0.4644179933790227,1695,0
