raw_total_calls,successful_calls,failed_calls,success_share,failure_share,share_nonzero_chunks,total_rows_normalized,mean_rows_normalized,mean_rows_nonzero_only,total_tokens_api_sum,mean_total_tokens_api,mean_prompt_tokens_api,mean_completion_tokens_api,sum_elapsed_s,mean_elapsed_s,median_elapsed_s,mean_chunk_tokens_est,mean_prompt_tokens_est
1695,1695,0,1.0,0.0,0.4194690265486726,3767,2.2224188790560473,5.298171589310829,3030490,1787.8997050147493,1647.4796460176992,140.42005899705015,5273.700193000001,3.1113275474926256,2.505175,1220.0648967551622,1645.804719764012
