raw_total_docs,successful_docs,failed_docs,success_share,top_k_requested_mode,n_queries_mode,mean_w_bm25,mean_w_emb,sum_index_elapsed_s,mean_index_elapsed_s,sum_retrieval_elapsed_s,mean_retrieval_elapsed_s,sum_extraction_elapsed_sum_s,mean_extraction_elapsed_sum_s,sum_doc_total_elapsed_s,mean_doc_total_elapsed_s,mean_n_index_chunks,mean_n_retrieved_chunks,share_retrieved_all_chunks,share_topk_capped_docs,mean_coverage_ratio,sum_llm_calls_ok,sum_llm_calls_error
220,220,0,1.0,12,17,0.5,0.5,35.73134,0.16241518181818182,119.895145,0.5449779318181818,7442.896734,33.83134879090909,8150.782307000001,37.04901048636364,30.836363636363636,10.868181818181819,0.2772727272727273,0.7227272727272728,0.5953184501236305,2391,0
