report_year,n_success_calls,n_nonzero_calls,share_nonzero_calls,mean_elapsed_s,mean_prompt_tokens_api,mean_completion_tokens_api,mean_total_tokens_api,total_rows_normalized,mean_rows_normalized,mean_rows_nonzero_only,n_docs,mean_index_elapsed_s,mean_retrieval_elapsed_s,mean_extraction_elapsed_sum_s,mean_doc_total_elapsed_s,mean_n_index_chunks,mean_n_retrieved_chunks,mean_coverage_ratio,share_topk_capped_docs,share_retrieved_all_chunks
2023,2082,648,0.3112391930835735,3.0187541714697406,1644.5701248799232,114.56436119116235,1759.1344860710856,3300,1.585014409221902,5.092592592592593,185,0.16000816756756758,0.5457182486486486,33.97322264864865,37.30298552432432,31.135135135135137,11.254054054054054,0.5402149839300181,0.827027027027027,0.17297297297297298
2024,309,129,0.4174757281553398,3.7470891294498383,1582.3236245954693,178.73462783171522,1761.0582524271845,963,3.116504854368932,7.465116279069767,35,0.17513797142857146,0.5410648285714286,33.081444114285716,35.706571,29.257142857142856,8.82857142857143,0.8865796285755813,0.17142857142857143,0.8285714285714286
