slug,company,company_name_full,report_year,source_md,chunk_index,n_chunks,start_page,end_page,chunk_tokens_est,prompt_tokens_est,elapsed_s,status,error_message,attempt_used,prompt_tokens_api,completion_tokens_api,total_tokens_api,n_activities_raw,n_rows_normalized
washtec_ag,WashTec AG,WashTec AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\washtec_ag\2023\focused\washtec_ag_2023_taxonomy_focused.md,2,2,165,169,4339,4758,2.695616,ok,,1,4624,43,4667,0,0
westwing_group_se,Westwing Group SE,Westwing Group SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\westwing_group_se\2023\focused\westwing_group_se_2023_taxonomy_focused.md,1,1,54,184,19338,19753,3.027667,ok,,1,19601,165,19766,2,2
wienerberger_ag,Wienerberger AG,Wienerberger AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\wienerberger_ag\2023\focused\wienerberger_ag_2023_taxonomy_focused.md,1,2,4,152,25104,25521,3.035534,ok,,1,25524,157,25681,5,5
wienerberger_ag,Wienerberger AG,Wienerberger AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\wienerberger_ag\2023\focused\wienerberger_ag_2023_taxonomy_focused.md,2,2,153,191,21636,22053,33.746848,ok,,1,21952,264,22216,5,5
w_stenrot_w_rttembergische_ag,Wüstenrot & Württembergische AG,Wüstenrot & Württembergische AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\w_stenrot_w_rttembergische_ag\2023\focused\w_stenrot_w_rttembergische_ag_2023_taxonomy_focused.md,1,2,73,416,25225,25658,2.78854,ok,,1,25182,49,25231,0,0
w_stenrot_w_rttembergische_ag,Wüstenrot & Württembergische AG,Wüstenrot & Württembergische AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\w_stenrot_w_rttembergische_ag\2023\focused\w_stenrot_w_rttembergische_ag_2023_taxonomy_focused.md,2,2,417,440,15418,15851,10.474458,ok,,1,15684,1288,16972,20,20
zalando_se,Zalando SE,Zalando SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\zalando_se\2023\focused\zalando_se_2023_taxonomy_focused.md,1,1,78,275,18975,19392,3.357862,ok,,1,19204,76,19280,1,1
zumtobel_group_ag,Zumtobel Group AG,Zumtobel Group AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\zumtobel_group_ag\2023\focused\zumtobel_group_ag_2023_taxonomy_focused.md,1,2,42,252,25110,25531,5.768153,ok,,1,25374,534,25908,10,10
zumtobel_group_ag,Zumtobel Group AG,Zumtobel Group AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\zumtobel_group_ag\2023\focused\zumtobel_group_ag_2023_taxonomy_focused.md,2,2,253,260,3184,3605,2.204047,ok,,1,3576,45,3621,0,0
adidas_ag,adidas AG,adidas AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\adidas_ag\2023\focused\adidas_ag_2023_taxonomy_focused.md,1,2,3,123,25693,26111,3.626093,ok,,1,25845,219,26064,3,3
adidas_ag,adidas AG,adidas AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\adidas_ag\2023\focused\adidas_ag_2023_taxonomy_focused.md,2,2,124,315,16797,17212,3.270072,ok,,1,17143,211,17354,3,3
freenet_ag,freenet AG,freenet AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\freenet_ag\2023\focused\freenet_ag_2023_taxonomy_focused.md,1,3,8,74,25222,25639,7.058683,ok,,1,25414,32,25446,0,0
freenet_ag,freenet AG,freenet AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\freenet_ag\2023\focused\freenet_ag_2023_taxonomy_focused.md,2,3,75,196,26932,27348,7.522412,ok,,1,27226,280,27506,9,9
freenet_ag,freenet AG,freenet AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\freenet_ag\2023\focused\freenet_ag_2023_taxonomy_focused.md,3,3,197,198,85,502,4.914744,ok,,1,512,32,544,0,0
grenke_ag,grenke AG,grenke AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\grenke_ag\2023\focused\grenke_ag_2023_taxonomy_focused.md,1,2,30,146,26626,27041,4.643046,ok,,1,26828,354,27182,6,6
grenke_ag,grenke AG,grenke AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\grenke_ag\2023\focused\grenke_ag_2023_taxonomy_focused.md,2,2,147,345,15669,16084,2.590838,ok,,1,15879,143,16022,3,3
q_beyond_ag,q.beyond AG,q.beyond AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\q_beyond_ag\2023\focused\q_beyond_ag_2023_taxonomy_focused.md,1,1,36,59,8627,9044,2.276002,ok,,1,8962,44,9006,0,0
secunet_security_networks_ag,secunet Security Networks AG,secunet Security Networks AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\secunet_security_networks_ag\2023\focused\secunet_security_networks_ag_2023_taxonomy_focused.md,1,1,102,268,13601,14022,9.110774,ok,,1,13798,450,14248,6,6
technotrans_se,technotrans SE,technotrans SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\technotrans_se\2023\focused\technotrans_se_2023_taxonomy_focused.md,1,1,56,80,17548,17965,5.023831,ok,,1,17810,516,18326,13,13
voestalpine_ag,voestalpine AG,voestalpine AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\voestalpine_ag\2023\focused\voestalpine_ag_2023_taxonomy_focused.md,1,1,93,100,4219,4638,1.929005,ok,,1,4594,32,4626,0,0
