slug,company,company_name_full,report_year,source_md,status,error_stage,error_message,rebuild_index,top_k_requested,w_bm25,w_emb,n_queries,n_index_chunks,n_retrieved_chunks,index_elapsed_s,retrieval_elapsed_s,extraction_elapsed_sum_s,doc_total_elapsed_s,n_llm_calls_ok,n_llm_calls_error
gea_group_aktiengesellschaft,GEA Group Aktiengesellschaft,GEA Group Aktiengesellschaft,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\gea_group_aktiengesellschaft\2023\focused\gea_group_aktiengesellschaft_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,27,12,0.438102,0.452167,27.308713,31.046368,12,0
gestamp_automoci_n_s_a,"Gestamp Automoción, S.A.","Gestamp Automoción, S.A.",2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\gestamp_automoci_n_s_a\2023\focused\gestamp_automoci_n_s_a_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,50,12,0.191428,0.550714,24.790964,28.442705,12,0
grammer_aktiengesellschaft,Grammer Aktiengesellschaft,Grammer Aktiengesellschaft,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\grammer_aktiengesellschaft\2023\focused\grammer_aktiengesellschaft_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,18,12,0.166396,0.423333,55.105331,58.47806,12,0
hamborner_reit_ag_na_o_n,HAMBORNER REIT AG NA O.N.,HAMBORNER REIT AG NA O.N.,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\hamborner_reit_ag_na_o_n\2023\focused\hamborner_reit_ag_na_o_n_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,21,12,0.175169,0.440377,21.16372,24.472289,12,0
heineken_holding_n_v,HEINEKEN HOLDING N.V.,HEINEKEN HOLDING N.V.,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\heineken_holding_n_v\2024\focused\heineken_holding_n_v_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,6,6,0.162497,0.430901,23.697281,25.585758,6,0
hella_gmbh_co_kgaa,HELLA GmbH & Co. KGaA,HELLA GmbH & Co. KGaA,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\hella_gmbh_co_kgaa\2023\focused\hella_gmbh_co_kgaa_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,18,12,0.170994,0.479994,28.702387,32.174202,12,0
henkel_ag_co_kgaa,HENKEL AG & CO. KGAA,HENKEL AG & CO. KGAA,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\henkel_ag_co_kgaa\2024\focused\henkel_ag_co_kgaa_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,7,7,0.157482,0.386225,33.973355,36.042149,7,0
hochtief_ag,HOCHTIEF AG,HOCHTIEF AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\hochtief_ag\2023\focused\hochtief_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,43,12,0.070622,0.541831,88.84158,92.190067,12,0
hamburger_hafen_und_logistik_ag,Hamburger Hafen und Logistik AG,Hamburger Hafen und Logistik AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\hamburger_hafen_und_logistik_ag\2023\focused\hamburger_hafen_und_logistik_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,45,12,0.240411,0.592181,55.865422,59.587768,12,0
hapag_lloyd_ag,Hapag-Lloyd AG,Hapag-Lloyd AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\hapag_lloyd_ag\2023\focused\hapag_lloyd_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,131,12,0.239489,1.100558,19.435697,23.474379,12,0
hawesko_holding_se,Hawesko Holding SE,Hawesko Holding SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\hawesko_holding_se\2023\focused\hawesko_holding_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,12,12,0.159827,0.44033,40.264218,43.695788,12,0
heidelberg_materials_ag,Heidelberg Materials AG,Heidelberg Materials AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\heidelberg_materials_ag\2023\focused\heidelberg_materials_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,53,12,0.18339,0.912358,63.552292,67.485095,12,0
hugo_boss_ag,Hugo Boss AG,Hugo Boss AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\hugo_boss_ag\2023\focused\hugo_boss_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,35,12,0.104967,0.516203,23.884992,27.215869,12,0
iberdrola_sa,IBERDROLA SA,IBERDROLA SA,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\iberdrola_sa\2024\focused\iberdrola_sa_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,7,7,0.170553,0.385105,20.650873,22.727968,7,0
industria_de_diseno_textil_s_a,INDUSTRIA DE DISENO TEXTIL S.A.,INDUSTRIA DE DISENO TEXTIL S.A.,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\industria_de_diseno_textil_s_a\2024\focused\industria_de_diseno_textil_s_a_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,6,6,0.157093,0.37249,22.748092,24.589297,6,0
international_consolidated_airlines_group_s_a,INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A,INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\international_consolidated_airlines_group_s_a\2024\focused\international_consolidated_airlines_group_s_a_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,5,5,0.16388,0.396821,9.632328,11.274828,5,0
ionos_group_se,IONOS Group SE,IONOS Group SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ionos_group_se\2023\focused\ionos_group_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,5,5,0.162486,0.378208,16.056551,17.763665,5,0
iss_a_s,ISS A/S,ISS A/S,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\iss_a_s\2024\focused\iss_a_s_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,130,12,0.122284,1.176416,43.59536,47.476911,12,0
ivu_traffic_technologies_ag,IVU Traffic Technologies AG,IVU Traffic Technologies AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ivu_traffic_technologies_ag\2023\focused\ivu_traffic_technologies_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,22,12,0.078512,0.472259,23.030442,26.164181,12,0
immofinanz_ag,Immofinanz AG,Immofinanz AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\immofinanz_ag\2023\focused\immofinanz_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,47,12,0.195327,0.575901,55.559271,59.135175,12,0
indus_holding_ag,Indus Holding AG,Indus Holding AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\indus_holding_ag\2023\focused\indus_holding_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,9,9,0.135243,0.365617,29.208365,31.72845,9,0
industria_de_dise_o_textil_s_a,"Industria de Diseño Textil, S.A.","Industria de Diseño Textil, S.A.",2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\industria_de_dise_o_textil_s_a\2023\focused\industria_de_dise_o_textil_s_a_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,58,12,0.06805,0.44291,26.476572,29.864911,12,0
instone_real_estate_group,Instone Real Estate Group,Instone Real Estate Group,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\instone_real_estate_group\2023\focused\instone_real_estate_group_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,56,12,0.183792,0.491841,23.661544,27.096648,12,0
jeronimo_martins_sgps_s_a,JERONIMO MARTINS SGPS S.A.,JERONIMO MARTINS SGPS S.A.,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\jeronimo_martins_sgps_s_a\2024\focused\jeronimo_martins_sgps_s_a_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,8,8,0.180925,0.50843,17.393785,19.830704,8,0
jenoptik_ag,Jenoptik AG,Jenoptik AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\jenoptik_ag\2023\focused\jenoptik_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,17,12,0.148518,0.502988,53.240963,56.744282,12,0
jungheinrich_ag,Jungheinrich AG,Jungheinrich AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\jungheinrich_ag\2023\focused\jungheinrich_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,44,12,0.206382,0.613458,40.689282,44.396251,12,0
k_s_aktiengesellschaft,K+S Aktiengesellschaft,K+S Aktiengesellschaft,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\k_s_aktiengesellschaft\2023\focused\k_s_aktiengesellschaft_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,43,12,0.183419,0.547962,64.502732,68.012716,12,0
kion_group_ag,KION GROUP AG,KION GROUP AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\kion_group_ag\2023\focused\kion_group_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,5,5,0.138518,0.368039,13.486064,15.16156,5,0
koninklijke_ahold_delhaize_n_v,KONINKLIJKE AHOLD DELHAIZE N.V.,KONINKLIJKE AHOLD DELHAIZE N.V.,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\koninklijke_ahold_delhaize_n_v\2024\focused\koninklijke_ahold_delhaize_n_v_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,8,8,0.18974,0.462653,46.450683,48.85411,8,0
ksb_se_co_kgaa_vz,KSB SE & Co. KGaA Vz,KSB SE & Co. KGaA Vz,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ksb_se_co_kgaa_vz\2023\focused\ksb_se_co_kgaa_vz_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,31,12,0.175518,0.734036,44.108924,47.717424,12,0
kapsch_trafficcom_ag,Kapsch TrafficCom AG,Kapsch TrafficCom AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\kapsch_trafficcom_ag\2023\focused\kapsch_trafficcom_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,105,12,0.270882,0.640927,40.96494,44.53078,12,0
kl_ckner_co_se,Klöckner & Co SE,Klöckner & Co SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\kl_ckner_co_se\2023\focused\kl_ckner_co_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,26,12,0.17823,0.555398,50.720476,54.316009,12,0
knorr_bremse_ag,Knorr-Bremse AG,Knorr-Bremse AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\knorr_bremse_ag\2023\focused\knorr_bremse_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,33,12,0.082379,0.392745,38.286068,41.549352,12,0
koenig_bauer_ag,Koenig & Bauer AG,Koenig & Bauer AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\koenig_bauer_ag\2023\focused\koenig_bauer_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,14,12,0.151862,0.433686,24.800803,28.136698,12,0
krones_ag,Krones AG,Krones AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\krones_ag\2023\focused\krones_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,33,12,0.221165,0.53439,56.126217,59.58758,12,0
l_oreal,L'OREAL,L'OREAL,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\l_oreal\2024\focused\l_oreal_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,11,11,0.179335,0.403394,23.193791,26.104828,11,0
lacroix_group,LACROIX Group,LACROIX Group,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\lacroix_group\2023\focused\lacroix_group_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,13,12,0.195704,0.417803,34.469279,37.81206,12,0
lanxess_ag,LANXESS AG,LANXESS AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\lanxess_ag\2023\focused\lanxess_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,24,12,0.192422,0.568776,55.713031,59.372907,12,0
leg_immobilien_se,LEG Immobilien SE,LEG Immobilien SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\leg_immobilien_se\2023\focused\leg_immobilien_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,53,12,0.220535,0.68987,31.979509,35.634306,12,0
lenzing_ag,Lenzing AG,Lenzing AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\lenzing_ag\2023\focused\lenzing_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,23,12,0.127386,0.469097,26.443505,29.802311,12,0
max_automation_se_na_o_n,MAX AUTOMATION SE NA O.N.,MAX AUTOMATION SE NA O.N.,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\max_automation_se_na_o_n\2023\focused\max_automation_se_na_o_n_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,15,12,0.043734,0.531413,38.850812,42.064566,12,0
mbb_se,MBB SE,MBB SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\mbb_se\2023\focused\mbb_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,12,12,0.151436,0.566259,20.996235,24.446901,12,0
mercedes_benz_group_ag,MERCEDES-BENZ GROUP AG,MERCEDES-BENZ GROUP AG,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\mercedes_benz_group_ag\2024\focused\mercedes_benz_group_ag_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,9,9,0.217458,0.400908,16.702058,19.236424,9,0
mlp_se,MLP SE,MLP SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\mlp_se\2023\focused\mlp_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,4,4,0.043142,0.916164,5.309885,7.160749,4,0
mtu_aero_engines_ag,MTU Aero Engines AG,MTU Aero Engines AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\mtu_aero_engines_ag\2023\focused\mtu_aero_engines_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,36,12,0.200601,0.567535,32.710477,36.243883,12,0
manz_ag,Manz AG,Manz AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\manz_ag\2023\focused\manz_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,84,12,0.210767,0.959988,18.581394,22.40865,12,0
mayr_melnhof_karton_ag,Mayr-Melnhof Karton AG,Mayr-Melnhof Karton AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\mayr_melnhof_karton_ag\2023\focused\mayr_melnhof_karton_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,4,4,0.085019,0.367674,5.849199,7.196448,4,0
mediclin_ag,MediClin AG,MediClin AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\mediclin_ag\2023\focused\mediclin_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,14,12,0.157241,0.496116,26.36635,29.731559,12,0
medios_ag,Medios AG,Medios AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\medios_ag\2023\focused\medios_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,19,12,0.167025,0.445398,23.932445,27.330086,12,0
melia_hotels_international_s_a,"Melia Hotels International, S.A.","Melia Hotels International, S.A.",2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\melia_hotels_international_s_a\2023\focused\melia_hotels_international_s_a_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,40,12,0.173297,0.584569,43.579475,47.322524,12,0
minor_hotels_europe_americas_s_a,"Minor Hotels Europe & Americas, S.A.","Minor Hotels Europe & Americas, S.A.",2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\minor_hotels_europe_americas_s_a\2023\focused\minor_hotels_europe_americas_s_a_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,26,12,0.061419,0.425936,28.98177,32.267426,12,0
mister_spex_se,Mister Spex SE,Mister Spex SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\mister_spex_se\2023\focused\mister_spex_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,12,12,0.168613,0.472543,27.92842,31.23322,12,0
norma_group_se,NORMA Group SE,NORMA Group SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\norma_group_se\2023\focused\norma_group_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,83,12,0.274683,0.889285,80.660793,84.588364,12,0
novo_nordisk_a_s,NOVO NORDISK A/S,NOVO NORDISK A/S,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\novo_nordisk_a_s\2024\focused\novo_nordisk_a_s_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,7,7,0.171996,0.424476,26.350236,28.465818,7,0
nemetschek_se,Nemetschek SE,Nemetschek SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\nemetschek_se\2023\focused\nemetschek_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,32,12,0.235269,0.551062,45.784452,49.260675,12,0
omv_ag,OMV AG,OMV AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\omv_ag\2023\focused\omv_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,56,12,0.209555,0.704095,36.9897,40.710335,12,0
omv_aktiengesellschaft,OMV AKTIENGESELLSCHAFT,OMV AKTIENGESELLSCHAFT,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\omv_aktiengesellschaft\2024\focused\omv_aktiengesellschaft_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,8,8,0.164051,0.493059,79.105609,81.496211,8,0
oesterreichische_post_ag,Oesterreichische Post AG,Oesterreichische Post AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\oesterreichische_post_ag\2023\focused\oesterreichische_post_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,9,9,0.058702,0.45528,30.02982,32.514402,9,0
patrizia_se,PATRIZIA SE,PATRIZIA SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\patrizia_se\2023\focused\patrizia_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,22,12,0.179245,0.535154,42.654235,46.189677,12,0
pierer_mobility_ag,PIERER Mobility AG,PIERER Mobility AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\pierer_mobility_ag\2023\focused\pierer_mobility_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,5,5,0.185678,0.422776,8.752784,10.530154,5,0
pne_ag,PNE AG,PNE AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\pne_ag\2023\focused\pne_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,27,12,0.07114,0.498183,23.707406,27.042156,12,0
polytec_holding_ag,POLYTEC Holding AG,POLYTEC Holding AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\polytec_holding_ag\2023\focused\polytec_holding_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,22,12,0.140338,0.466541,29.863556,33.164441,12,0
porr_ag,PORR AG,PORR AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\porr_ag\2023\focused\porr_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,57,12,0.084002,0.546845,41.345008,44.742477,12,0
psi_software_se,PSI Software SE,PSI Software SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\psi_software_se\2023\focused\psi_software_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,7,7,0.170558,0.376217,34.220261,36.335071,7,0
pva_tepla_ag,PVA TePla AG,PVA TePla AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\pva_tepla_ag\2023\focused\pva_tepla_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,15,12,0.142607,0.386338,28.140185,31.365306,12,0
palfinger_ag,Palfinger AG,Palfinger AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\palfinger_ag\2023\focused\palfinger_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,20,12,0.167718,0.469195,31.181519,34.79109,12,0
porsche_ag_vz,Porsche AG Vz,Porsche AG Vz,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\porsche_ag_vz\2023\focused\porsche_ag_vz_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,71,12,0.087514,0.568374,28.894029,32.39813,12,0
prosiebensat_1_media_se,ProSiebenSat.1 Media SE,ProSiebenSat.1 Media SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\prosiebensat_1_media_se\2023\focused\prosiebensat_1_media_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,24,12,0.170074,0.455216,57.353961,60.723355,12,0
prosegur_cash_s_a,"Prosegur Cash, S.A.","Prosegur Cash, S.A.",2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\prosegur_cash_s_a\2023\focused\prosegur_cash_s_a_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,20,12,0.182317,0.391866,24.02785,27.441712,12,0
r_stahl_ag,R. Stahl AG,R. Stahl AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\r_stahl_ag\2023\focused\r_stahl_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,50,12,0.210342,0.492191,29.639281,33.100846,12,0
renault,RENAULT,RENAULT,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\renault\2024\focused\renault_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,10,10,0.186284,0.450019,47.284051,50.061592,10,0
repsol_sa,REPSOL SA.,REPSOL SA.,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\repsol_sa\2024\focused\repsol_sa_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,12,12,0.169656,0.422888,83.557902,86.732797,12,0
rhi_magnesita_n_v,RHI Magnesita N.V.,RHI Magnesita N.V.,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\rhi_magnesita_n_v\2023\focused\rhi_magnesita_n_v_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,79,12,0.249704,0.867743,22.340973,26.117013,12,0
rh_n_klinikum_ag,RHÖN-KLINIKUM AG,RHÖN-KLINIKUM AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\rh_n_klinikum_ag\2023\focused\rh_n_klinikum_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,14,12,0.192117,0.386293,31.271825,34.609821,12,0
ringmetall_se_na_o_n,RINGMETALL SE  NA O.N.,RINGMETALL SE  NA O.N.,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\ringmetall_se_na_o_n\2023\focused\ringmetall_se_na_o_n_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,20,12,0.18293,0.503245,22.238331,25.612546,12,0
rwe_ag_st,RWE AG St,RWE AG St,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\rwe_ag_st\2023\focused\rwe_ag_st_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,34,12,0.18872,0.6069,45.529267,49.164417,12,0
renta_4_banco_s_a,"Renta 4 Banco, S.A.","Renta 4 Banco, S.A.",2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\renta_4_banco_s_a\2023\focused\renta_4_banco_s_a_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,64,12,0.204161,0.760276,25.172945,28.976694,12,0
rheinmetall_ag,Rheinmetall AG,Rheinmetall AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\rheinmetall_ag\2023\focused\rheinmetall_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,37,12,0.183149,0.714565,64.619034,68.296755,12,0
rosenbauer_international_ag,Rosenbauer International AG,Rosenbauer International AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\rosenbauer_international_ag\2023\focused\rosenbauer_international_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,8,8,0.159869,0.494356,29.5087,31.928863,8,0
s_immo_ag,S IMMO AG,S IMMO AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\s_immo_ag\2023\focused\s_immo_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,18,12,0.17663,0.501092,48.850068,52.225376,12,0
safran,SAFRAN,SAFRAN,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\safran\2024\focused\safran_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,8,8,0.171034,0.426001,38.017641,40.345578,8,0
sap_se,SAP SE,SAP SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\sap_se\2023\focused\sap_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,22,12,0.205294,0.550258,25.075082,28.653013,12,0
schneider_electric_se,SCHNEIDER ELECTRIC SE,SCHNEIDER ELECTRIC SE,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\schneider_electric_se\2024\focused\schneider_electric_se_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,11,11,0.189681,0.543334,30.362111,33.460248,11,0
schoeller_bleckmann_ag,SCHOELLER-BLECKMANN AG,SCHOELLER-BLECKMANN AG,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\schoeller_bleckmann_ag\2023\focused\schoeller_bleckmann_ag_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,17,12,0.177521,0.446074,26.080514,29.510652,12,0
sgl_carbon_se,SGL Carbon SE,SGL Carbon SE,2023,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\sgl_carbon_se\2023\focused\sgl_carbon_se_2023_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,18,12,0.082579,0.475141,25.91553,29.1751,12,0
shell_plc,SHELL PLC,SHELL PLC,2024,C:\Universita\TESI\esg_agent\RAG_full_bigger\marker_artifacts\shell_plc\2024\focused\shell_plc_2024_taxonomy_focused.md,ok,,,False,12,0.5,0.5,17,10,10,0.174839,0.494915,26.850194,29.69329,10,0
