raw_total_docs,successful_docs,failed_docs,success_share,top_k_requested_mode,n_queries_mode,mean_w_bm25,mean_w_emb,sum_index_elapsed_s,mean_index_elapsed_s,sum_retrieval_elapsed_s,mean_retrieval_elapsed_s,sum_extraction_elapsed_sum_s,mean_extraction_elapsed_sum_s,sum_doc_total_elapsed_s,mean_doc_total_elapsed_s,mean_n_index_chunks,mean_n_retrieved_chunks,share_retrieved_all_chunks,share_topk_capped_docs,mean_coverage_ratio,sum_llm_calls_ok,sum_llm_calls_error
183,183,0,1.0,12,17,0.5,0.5,27.491773,0.15022826775956283,75.22731300000001,0.4110782131147542,4817.928776999999,26.3274796557377,5258.242104,28.733563409836066,8.683060109289617,7.825136612021858,0.8688524590163934,0.13114754098360656,0.9635941204820395,1432,0
