report_year,n_success_calls,n_nonzero_calls,share_nonzero_calls,mean_elapsed_s,mean_prompt_tokens_api,mean_completion_tokens_api,mean_total_tokens_api,total_rows_normalized,mean_rows_normalized,mean_rows_nonzero_only,n_docs,mean_index_elapsed_s,mean_retrieval_elapsed_s,mean_extraction_elapsed_sum_s,mean_doc_total_elapsed_s,mean_n_index_chunks,mean_n_retrieved_chunks,mean_coverage_ratio,share_topk_capped_docs,share_retrieved_all_chunks
2023,1204,542,0.45016611295681064,3.2194301171096344,1547.5514950166114,145.82724252491695,1693.3787375415282,2805,2.329734219269103,5.175276752767528,149,0.15049775838926174,0.41280098657718123,26.01472390604027,28.510385765100676,9.114093959731544,8.080536912751677,0.9566290204578071,0.15436241610738255,0.8456375838926175
2024,228,126,0.5526315789473685,4.130416298245614,1555.1622807017543,216.00877192982455,1771.171052631579,898,3.93859649122807,7.126984126984127,34,0.14904726470588234,0.4035284117647059,27.698085735294114,29.711606617647053,6.794117647058823,6.705882352941177,0.9941176470588234,0.029411764705882353,0.9705882352941176
