raw_total_docs,successful_docs,failed_docs,success_share,top_k_requested_mode,n_queries_mode,mean_w_bm25,mean_w_emb,sum_index_elapsed_s,mean_index_elapsed_s,sum_retrieval_elapsed_s,mean_retrieval_elapsed_s,sum_extraction_elapsed_sum_s,mean_extraction_elapsed_sum_s,sum_doc_total_elapsed_s,mean_doc_total_elapsed_s,mean_n_index_chunks,mean_n_retrieved_chunks,share_retrieved_all_chunks,share_topk_capped_docs,mean_coverage_ratio,sum_llm_calls_ok,sum_llm_calls_error
183,183,0,1.0,8,17,0.6500000000000001,0.3500000000000001,2.9897449999999997,0.016337404371584697,80.661248,0.44077184699453553,4139.1659389999995,22.618393109289617,4514.022464,24.666789420765024,8.683060109289617,6.781420765027322,0.639344262295082,0.36065573770491804,0.8840365285191849,1241,0
