retrieval_rank,n_calls,mean_elapsed_s,median_elapsed_s,mean_total_tokens_api,total_rows_normalized,mean_rows_normalized,median_rows_normalized,share_nonzero_chunks,mean_hybrid_score,mean_bm25_score_raw,mean_emb_score_raw
1,183,3.681464994535519,2.713751,1897.6120218579235,606,3.3114754098360657,2.0,0.6885245901639344,0.9459889469250955,9.278721604842305,0.6175184214050001
2,183,3.596828327868852,2.863871,1887.3333333333333,562,3.07103825136612,2.0,0.6939890710382514,0.8312247136577231,7.989836411886528,0.6087996042817017
3,183,3.398606792349727,2.837417,1858.6830601092897,627,3.4262295081967213,2.0,0.6721311475409836,0.7100021868455605,6.924217949799501,0.5886767845336205
4,175,3.4609656514285714,2.68063,1743.6342857142856,444,2.537142857142857,0.0,0.4685714285714286,0.5653035065212421,5.694102749483926,0.5544839184624808
5,163,3.214750104294479,2.513418,1607.8282208588957,361,2.214723926380368,0.0,0.34355828220858897,0.46206342282653584,4.736509280519251,0.5261035800163
6,140,3.1481162428571428,2.547205,1604.1785714285713,325,2.3214285714285716,0.0,0.37857142857142856,0.40480637719322526,4.337612890186055,0.5094836674630642
7,121,2.907515049586777,2.134523,1546.1570247933885,262,2.165289256198347,0.0,0.2809917355371901,0.327178135712454,3.7290640941336135,0.4791219251707566
8,93,2.8287566451612904,2.326519,1532.774193548387,172,1.8494623655913978,0.0,0.25806451612903225,0.30971301663466677,3.666632064207587,0.4741068439137551
