report_year,n_success_calls,n_nonzero_calls,share_nonzero_calls,mean_elapsed_s,mean_prompt_tokens_api,mean_completion_tokens_api,mean_total_tokens_api,total_rows_normalized,mean_rows_normalized,mean_rows_nonzero_only,n_docs,mean_index_elapsed_s,mean_retrieval_elapsed_s,mean_extraction_elapsed_sum_s,mean_doc_total_elapsed_s,mean_n_index_chunks,mean_n_retrieved_chunks,mean_coverage_ratio,share_topk_capped_docs,share_retrieved_all_chunks
2023,1029,506,0.49173955296404276,3.2070459854227407,1573.399416909621,155.7444120505345,1729.1438289601556,2528,2.456754130223518,4.996047430830039,149,0.016617020134228187,0.4417166375838927,22.14798868456376,24.251009684563755,9.114093959731544,6.906040268456376,0.8680963858166953,0.40268456375838924,0.5973154362416108
2024,212,119,0.5613207547169812,3.9580925518867924,1549.6698113207547,218.8443396226415,1768.5141509433963,831,3.919811320754717,6.983193277310924,34,0.015112029411764708,0.43663144117647057,24.67987132352941,26.488882970588236,6.794117647058823,6.235294117647059,0.9538918597742128,0.17647058823529413,0.8235294117647058
