raw_total_calls,successful_calls,failed_calls,success_share,failure_share,share_nonzero_chunks,total_rows_normalized,mean_rows_normalized,mean_rows_nonzero_only,total_tokens_api_sum,mean_total_tokens_api,mean_prompt_tokens_api,mean_completion_tokens_api,sum_elapsed_s,mean_elapsed_s,median_elapsed_s,mean_chunk_tokens_est,mean_prompt_tokens_est
1241,1241,0,1.0,0.0,0.5036261079774376,3359,2.7066881547139405,5.3744,2154214,1735.8694601128122,1569.3456889605156,166.52377115229655,4139.165940000001,3.3353472522159553,2.62384,1139.6196615632555,1565.2917002417405
